rent_ceiling,unit_address,housing_services,tenancy_start_date,unit_status,bed,occ
"$1,790.12",2269 CEDAR ST #C,"Garbage, Laundry Access, Water",8/1/2010,RENTED - Rented or Available,2,2
"$1,812.79",1937 CARLETON ST ##C,"Garbage, Laundry Access, Storage, Water",7/15/2010,RENTED - Rented or Available,1,2
"$2,000.00",1937 CARLETON ST ##D,"Appliances, Electricity, Garbage, Gas, Laundry Access, Storage, Water",8/1/2008,RENTED - Rented or Available,2,1
"$2,291.11",1937 CARLETON ST #A,"Appliances, Garbage, Laundry Access, Water",1/15/2015,RENTED - Rented or Available,2,2
n/a,1937 CARLETON ST #B,"Electricity, Garbage, Gas, Laundry Access, Water",n/a,(~) MISC - Exempt-Misc since 5/1/2017,-1,-1
"$2,762.10",2211 CARLETON ST #11,"Garbage, Laundry Access, Water",6/1/2016,RENTED - Rented or Available,2,4
"$2,970.00",2211 CARLETON ST #12,"Garbage, Laundry Access, Water",6/1/2017,RENTED - Rented or Available,2,4
"$1,260.97",2211 CARLETON ST #14,"Garbage, Laundry Access, Water",7/1/2012,RENTED - Rented or Available,1,2
"$1,995.00",2211 CARLETON ST #15,"Garbage, Laundry Access, Water",8/1/2017,RENTED - Rented or Available,1,2
"$1,779.00",2211 CARLETON ST #16,"Garbage, Laundry Access, Water",6/1/2013,RENTED - Rented or Available,2,3
"$2,161.64",2211 CARLETON ST #17,"Garbage, Laundry Access, Water",8/1/2014,RENTED - Rented or Available,2,4
"$1,921.41",2211 CARLETON ST #18,"Garbage, Laundry Access, Water",8/1/2015,RENTED - Rented or Available,1,2
"$1,580.27",2211 CARLETON ST #19,"Garbage, Laundry Access, Water",7/1/2014,RENTED - Rented or Available,1,2
"$1,913.77",2211 CARLETON ST #21,"Garbage, Laundry Access, Water",6/1/2013,RENTED - Rented or Available,2,4
"$2,995.00",2211 CARLETON ST #22,"Garbage, Heat, Laundry Access, Water",6/1/2017,RENTED - Rented or Available,2,4
"$1,869.34",2211 CARLETON ST #24,"Garbage, Laundry Access, Water",10/1/2015,RENTED - Rented or Available,1,2
"$1,995.00",2211 CARLETON ST #25,"Garbage, Laundry Access, Water",6/1/2017,RENTED - Rented or Available,1,2
"$2,598.33",2211 CARLETON ST #26,"Garbage, Laundry Access, Water",6/1/2015,RENTED - Rented or Available,2,3
"$3,045.00",2211 CARLETON ST #27,"Garbage, Laundry Access, Water",8/1/2017,RENTED - Rented or Available,2,4
"$1,938.59",2211 CARLETON ST #28,"Garbage, Laundry Access, Water",7/1/2016,RENTED - Rented or Available,2,2
"$2,075.00",2211 CARLETON ST #29,"Garbage, Laundry Access, Water",8/1/2017,RENTED - Rented or Available,1,2
"$1,324.12",2211 CARLETON ST #31,"Garbage, Gas, Laundry Access, Water",6/1/1998,RENTED - Rented or Available,3,0
"$2,108.79",2211 CARLETON ST #32,"Garbage, Laundry Access, Water",6/1/2014,RENTED - Rented or Available,2,1
"$1,995.00",2211 CARLETON ST #34,"Garbage, Laundry Access, Water",7/1/2017,RENTED - Rented or Available,1,2
"$1,527.42",2211 CARLETON ST #35,"Garbage, Laundry Access, Water",6/1/2014,RENTED - Rented or Available,1,2
"$2,970.00",2211 CARLETON ST #36,"Garbage, Laundry Access, Water",6/1/2017,RENTED - Rented or Available,2,4
"$1,946.30",2211 CARLETON ST #37,"Garbage, Laundry Access, Water",6/1/2012,RENTED - Rented or Available,2,4
"$2,864.40",2211 CARLETON ST #38,"Garbage, Laundry Access, Water",7/5/2016,RENTED - Rented or Available,2,3
"$3,775.00",2211 CARLETON ST #39,"Garbage, Laundry Access, Water",6/1/2017,RENTED - Rented or Available,2,4
n/a,1332 CARRISON ST #A,"Garbage, Parking, Water",n/a,(~) MISC - Exempt-Misc since 5/1/2009,-1,-1
n/a,1332 CARRISON ST #B,"Garbage, Parking, Water",n/a,(~) MISC - Exempt-Misc since 5/1/2009,-1,-1
n/a,1332 CARRISON ST #C,"Garbage, Water",n/a,(~) MISC - Exempt-Misc since 5/1/2010,-1,-1
$607.58,1332 CARRISON ST #D,"Garbage, Gas, Parking, Water",n/a,RENTED - Rented or Available since 12/1/1997,1,-1
"$1,700.00",1719 CARLETON ST #A,(no active services),7/1/2017,RENTED - Rented or Available,0,1
"$1,075.76",1719 CARLETON ST #B,"Appliances, Garbage, Water",11/13/2005,RENTED - Rented or Available,0,1
$584.28,1719 CARLETON ST #C,"Garbage, Parking, Water",6/15/1998,RENTED - Rented or Available,0,0
"$1,268.44",1719 CARLETON ST #D,"Appliances, Garbage, Water",7/1/2014,RENTED - Rented or Available,0,1
"$2,605.88",1719 CARLETON ST #E,"Appliances, Garbage, Water",7/20/2010,RENTED - Rented or Available,4,4
"$1,416.24",1735 CARLETON ST #A,"Appliances, Garbage, Laundry Access, Parking",5/16/2010,RENTED - Rented or Available,2,2
"$1,250.00",1735 CARLETON ST #B,"Appliances, Electricity, Garbage, Heat, Laundry Access, Parking",2/1/2010,RENTED - Rented or Available,2,1
"$1,416.24",1735 CARLETON ST #C,"Appliances, Electricity, Garbage, Heat, Laundry Access, Parking",2/1/2010,RENTED - Rented or Available,2,2
"$1,223.00",1735 CARLETON ST #D,"Laundry Access, Parking",n/a,RENTED - Rented or Available since 3/1/2010,2,-1
"$1,728.48",1735 CARLETON ST #E,"Appliances, Garbage, Laundry Access, Other, Parking, Water",5/1/2011,RENTED - Rented or Available,2,2
n/a,1504 CARLETON ST,(no active services),n/a,OOCC - Owner Occupied since 8/1/1990,-1,-1
n/a,1504 CARLETON ST #B,"Garbage, Parking, Storage, Water",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
n/a,1504 CARLETON ST #C,"Garbage, Parking, Storage, Water",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
"$3,124.24",1504 CARLETON ST #D,"Appliances, Garbage",3/1/2015,RENTED - Rented or Available,2,2
"$1,832.90",1615 CARLETON ST #A,"Appliances, Garbage, Laundry Access",7/8/2013,RENTED - Rented or Available,2,2
"$2,500.00",1615 CARLETON ST #B,(no active services),1/19/2018,RENTED - Rented or Available,2,2
"$2,395.25",1615 CARLETON ST #C,(no active services),8/1/2015,RENTED - Rented or Available,2,3
"$2,008.36",1615 CARLETON ST #D,Laundry Access,8/1/2014,RENTED - Rented or Available,2,2
"$3,171.11",1617 CARLETON ST,Laundry Access,8/9/2014,RENTED - Rented or Available,3,3
n/a,1409 CARLETON ST #A,"Appliances, Garbage, Laundry Access, Parking, Water",7/1/2012,(~) MISC - Exempt-Misc,-1,-1
n/a,1409 CARLETON ST #B,"Appliances, Garbage, Laundry Access, Parking",7/7/2012,(~) MISC - Exempt-Misc,-1,-1
n/a,1409 CARLETON ST #C,"Appliances, Garbage, Laundry Access, Parking, Water",n/a,NAR - Not Available for Rent since 6/20/2017,-1,-1
n/a,1409 CARLETON ST #D,"Appliances, Garbage, Laundry Access, Parking",11/10/2012,(~) MISC - Exempt-Misc,-1,-1
n/a,2119 CARLETON ST #1,Garbage,n/a,NAR - Not Available for Rent since 6/1/2011,-1,-1
n/a,2119 CARLETON ST #2,"Electricity, Garbage, Gas, Water",n/a,NAR - Not Available for Rent since 6/1/2004,-1,-1
"$1,616.96",2119 CARLETON ST #A,"Appliances, Garbage, Water",8/26/2011,RENTED - Rented or Available,2,2
"$1,809.23",2119 CARLETON ST #B,"Appliances, Garbage, Laundry Access, Water",8/1/2012,RENTED - Rented or Available,2,4
"$2,102.45",2119 CARLETON ST #C,"Garbage, Water",9/6/2013,RENTED - Rented or Available,2,4
"$2,114.07",2119 CARLETON ST #D,Garbage,6/1/2014,RENTED - Rented or Available,2,2
n/a,2119 CARLETON ST #STDIO,(no active services),n/a,NAR - Not Available for Rent since 2/1/2001,-1,-1
n/a,1215 CARLETON ST #A,(no active services),n/a,(~) MISC - Exempt-Misc since 3/26/2010,-1,-1
n/a,1215 CARLETON ST #B,(no active services),n/a,NAR - Not Available for Rent since 11/1/2009,-1,-1
n/a,1215 CARLETON ST #C,(no active services),n/a,(~) MISC - Exempt-Misc since 3/26/2010,-1,-1
"$3,957.37",1811 CARLETON ST,Laundry Access,8/1/2015,RENTED - Rented or Available,3,5
"$2,905.73",1811 CARLETON ST #A,(no active services),6/1/2012,RENTED - Rented or Available,4,4
n/a,1813 CARLETON ST #1,(no active services),n/a,NEW - New Construction since 12/14/1993,-1,-1
n/a,1813 CARLETON ST #2,(no active services),n/a,NEW - New Construction since 12/14/1993,-1,-1
n/a,1813 CARLETON ST #3,(no active services),n/a,NEW - New Construction since 12/14/1993,-1,-1
n/a,1813 CARLETON ST #4,(no active services),n/a,NEW - New Construction since 12/14/1993,-1,-1
n/a,1405 CARLETON ST #A,"Garbage, Water",n/a,(~) MISC - Exempt-Misc since 1/1/2011,-1,-1
"$1,027.88",1405 CARLETON ST #B,"Garbage, Water",5/1/2008,RENTED - Rented or Available,1,2
$0.00,1405 CARLETON ST #C,"Garbage, Water",n/a,RENTED - Rented or Available since 6/1/2012,1,-1
"$1,069.10",1405 CARLETON ST #D,"Garbage, Water",3/1/2012,RENTED - Rented or Available,1,1
n/a,1405 CARLETON ST #E,"Garbage, Water",n/a,(~) MISC - Exempt-Misc since 6/1/2010,-1,-1
"$1,425.46",1405 CARLETON ST #F,"Garbage, Water",5/1/2012,RENTED - Rented or Available,2,2
"$1,246.29",1816 CARLETON ST #A,"Appliances, Garbage, Water",1/25/2010,RENTED - Rented or Available,1,1
"$2,040.89",1816 CARLETON ST #B,"Garbage, Water",5/27/2016,RENTED - Rented or Available,1,2
$947.87,1816 CARLETON ST #C,"Appliances, Garbage, Water",4/15/2011,RENTED - Rented or Available,0,1
$911.63,1816 CARLETON ST #D,"Garbage, Sewer, Water",3/21/2000,RENTED - Rented or Available,0,1
"$1,700.00",1816 CARLETON ST #E,"Garbage, Water",10/16/2017,RENTED - Rented or Available,0,2
"$1,750.00",1816 CARLETON ST #F,"Garbage, Water",9/30/2017,RENTED - Rented or Available,0,1
$981.88,1816 CARLETON ST #G,"Appliances, Garbage, Water",10/9/2001,RENTED - Rented or Available,0,1
$952.25,3211 CALIFORNIA ST #1,"Garbage, Water",5/31/1980,RENTED - Rented or Available,1,0
$671.66,3211 CALIFORNIA ST #2,"Garbage, Water",5/31/1980,RENTED - Rented or Available,0,0
$736.90,3211 CALIFORNIA ST #3,"Garbage, Water",2/7/2004,RENTED - Rented or Available,0,1
$660.03,3211 CALIFORNIA ST #4,"Garbage, Water",4/6/2001,RENTED - Rented or Available,1,1
"$2,213.74",2317 CARLETON ST #A,"Garbage, Laundry Access, Water",6/1/2005,RENTED - Rented or Available,2,4
"$1,798.05",3116 CALIFORNIA ST #LOWER,"Appliances, Garbage, Laundry Access, Water",12/1/2006,RENTED - Rented or Available,3,3
n/a,3116 CALIFORNIA ST #UPPER,Garbage,n/a,OOCC - Owner Occupied since 12/1/2000,-1,-1
"$2,768.43",3200 CALIFORNIA ST #A,"Garbage, Parking, Water",10/1/2000,RENTED - Rented or Available,0,4
"$2,768.43",3200 CALIFORNIA ST #B,"Garbage, Parking, Water",10/1/2000,RENTED - Rented or Available,3,5
$705.37,3202 CALIFORNIA ST #A,"Garbage, Gas, Water",5/31/1980,RENTED - Rented or Available,2,0
$877.36,3202 CALIFORNIA ST #B,"Garbage, Gas, Water",5/31/1980,RENTED - Rented or Available,3,0
n/a,3202 CALIFORNIA ST #C,"Garbage, Water",n/a,(~) MISC - Exempt-Misc since 7/1/2009,-1,-1
n/a,3202 CALIFORNIA ST #D,"Garbage, Gas, Water",n/a,(~) MISC - Exempt-Misc since 7/1/2009,-1,-1
n/a,3208 CALIFORNIA ST #1,"Garbage, Gas, Water",n/a,NAR - Not Available for Rent since 5/9/2017,-1,-1
n/a,3208 CALIFORNIA ST #2,"Garbage, Gas, Water",n/a,NAR - Not Available for Rent since 5/9/2017,-1,-1
n/a,3208 CALIFORNIA ST #3,"Garbage, Water",n/a,NAR - Not Available for Rent since 5/9/2017,-1,-1
n/a,3208 CALIFORNIA ST #4,"Garbage, Water",n/a,NAR - Not Available for Rent since 5/9/2017,-1,-1
n/a,1403 CARLETON ST #A,"Garbage, Parking, Water",n/a,(~) MISC - Exempt-Misc since 4/1/2003,-1,-1
"$1,096.81",1403 CARLETON ST #B,"Garbage, Water",8/15/2006,RENTED - Rented or Available,1,2
"$1,479.85",1403 CARLETON ST #C,Laundry Access,8/1/2014,RENTED - Rented or Available,1,1
"$1,293.81",1403 CARLETON ST #D,Garbage,8/21/2013,RENTED - Rented or Available,1,2
"$1,650.00",1403 CARLETON ST #E,(no active services),8/1/2017,RENTED - Rented or Available,0,1
$698.13,1403 CARLETON ST #F,"Garbage, Parking, Storage, Water",5/31/1980,RENTED - Rented or Available,1,0
$750.20,3000 CALIFORNIA ST #1,"Garbage, Storage, Water",5/31/1980,RENTED - Rented or Available,1,0
n/a,3000 CALIFORNIA ST #2,"Garbage, Storage, Water",n/a,OOCC - Owner Occupied since 2/1/1994,-1,-1
n/a,3000 CALIFORNIA ST #3,"Garbage, Storage, Water",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
n/a,3000 CALIFORNIA ST #4,"Garbage, Storage, Water",n/a,(~) MISC - Exempt-Misc since 1/3/2005,-1,-1
"$2,114.07",3102 CALIFORNIA ST #1,Garbage,8/1/2014,RENTED - Rented or Available,2,3
$730.18,3102 CALIFORNIA ST #2,(no active services),4/1/1997,RENTED - Rented or Available,2,0
"$2,134.90",3102 CALIFORNIA ST #3,Garbage,4/1/2015,RENTED - Rented or Available,1,2
"$1,229.87",3102 CALIFORNIA ST #4,"Appliances, Garbage, Parking, Water",7/1/2005,RENTED - Rented or Available,2,1
"$2,395.25",3106 CALIFORNIA ST,Garbage,4/1/2015,RENTED - Rented or Available,1,2
"$1,106.87",3108 CALIFORNIA ST,"Appliances, Garbage, Parking, Storage",1/1/2005,RENTED - Rented or Available,1,1
"$2,768.43",3200 CALIFORNIA ST #A,"Garbage, Parking, Water",10/1/2000,RENTED - Rented or Available,0,4
"$2,768.43",3200 CALIFORNIA ST #B,"Garbage, Parking, Water",10/1/2000,RENTED - Rented or Available,3,5
$705.37,3202 CALIFORNIA ST #A,"Garbage, Gas, Water",5/31/1980,RENTED - Rented or Available,2,0
$877.36,3202 CALIFORNIA ST #B,"Garbage, Gas, Water",5/31/1980,RENTED - Rented or Available,3,0
n/a,3202 CALIFORNIA ST #C,"Garbage, Water",n/a,(~) MISC - Exempt-Misc since 7/1/2009,-1,-1
n/a,3202 CALIFORNIA ST #D,"Garbage, Gas, Water",n/a,(~) MISC - Exempt-Misc since 7/1/2009,-1,-1
n/a,3208 CALIFORNIA ST #1,"Garbage, Gas, Water",n/a,NAR - Not Available for Rent since 5/9/2017,-1,-1
n/a,3208 CALIFORNIA ST #2,"Garbage, Gas, Water",n/a,NAR - Not Available for Rent since 5/9/2017,-1,-1
n/a,3208 CALIFORNIA ST #3,"Garbage, Water",n/a,NAR - Not Available for Rent since 5/9/2017,-1,-1
n/a,3208 CALIFORNIA ST #4,"Garbage, Water",n/a,NAR - Not Available for Rent since 5/9/2017,-1,-1
$800.00,2911 CALIFORNIA ST #A,"Appliances, Garbage, Laundry Access, Parking, Water",1/27/2018,RENTED - Rented or Available,3,1
"$2,700.00",2911 CALIFORNIA ST #B,"Appliances, Garbage, Laundry Access, Parking, Water",6/1/2016,RENTED - Rented or Available,3,2
"$2,000.00",2627 CALIFORNIA ST #1,"Appliances, Garbage, Laundry Access, Parking, Water",6/1/2017,RENTED - Rented or Available,2,3
"$1,142.08",2627 CALIFORNIA ST #2,"Appliances, Garbage, Laundry Access, Parking, Storage, Water",7/1/2008,RENTED - Rented or Available,1,1
n/a,2627 CALIFORNIA ST #3,"Appliances, Garbage, Laundry Access, Parking, Water",n/a,(~) MISC - Exempt-Misc since 3/3/2014,-1,-1
"$1,268.44",2627 CALIFORNIA ST #4,"Appliances, Garbage, Laundry Access, Parking, Water",7/1/2014,RENTED - Rented or Available,2,3
n/a,2627 CALIFORNIA ST #5,(no active services),n/a,(~) MISC - Exempt-Misc since 2/15/2016,-1,-1
$847.51,2627 CALIFORNIA ST #6,"Appliances, Garbage, Laundry Access, Parking, Water",3/1/2011,RENTED - Rented or Available,1,1
"$1,687.95",2627 CALIFORNIA ST #7,"Appliances, Garbage, Laundry Access, Parking, Water",3/1/2016,RENTED - Rented or Available,2,2
$571.02,2627 CALIFORNIA ST #8,"Appliances, Garbage, Laundry Access, Parking, Water",3/15/2008,RENTED - Rented or Available,0,1
n/a,2627 CALIFORNIA ST #9,"Garbage, Laundry Access, Parking, Water",n/a,(~) MISC - Exempt-Misc since 2/1/2011,-1,-1
n/a,2627 CALIFORNIA ST #10,(no active services),n/a,OOCC - Owner Occupied since 7/1/2006,-1,-1
"$1,293.81",2627 CALIFORNIA ST #11,"Appliances, Garbage, Laundry Access, Parking, Water",3/1/2013,RENTED - Rented or Available,2,2
n/a,2627 CALIFORNIA ST #12,"Appliances, Garbage, Laundry Access, Parking, Water",n/a,(~) MISC - Exempt-Misc since 10/1/2007,-1,-1
"$1,023.00",2721 CALIFORNIA ST #A,Garbage,9/1/2016,RENTED - Rented or Available,1,2
n/a,2721 CALIFORNIA ST #B,Garbage,n/a,(~) MISC - Exempt-Misc since 7/18/2017,-1,-1
$952.21,2721 CALIFORNIA ST #C,Garbage,6/2/2005,RENTED - Rented or Available,1,1
"$1,351.89",2721 CALIFORNIA ST #D,Garbage,n/a,RENTED - Rented or Available since 5/14/1996,4,-1
"$2,110.69",2235 CALIFORNIA ST #1,"Appliances, Garbage, Laundry Access, Parking, Storage, Water",8/1/2009,RENTED - Rented or Available,2,1
"$1,832.90",2235 CALIFORNIA ST #2,"Garbage, Laundry Access, Storage, Water",10/1/2013,RENTED - Rented or Available,2,2
"$1,982.74",2235 CALIFORNIA ST #3,"Garbage, Laundry Access, Water",1/1/2010,RENTED - Rented or Available,2,2
"$2,500.00",2835 CALIFORNIA ST #1,"Appliances, Garbage",8/23/2017,RENTED - Rented or Available,1,2
$684.77,2835 CALIFORNIA ST #2,"Furnishings, Garbage, Parking, Water",5/31/1980,RENTED - Rented or Available,1,0
"$1,109.88",2835 CALIFORNIA ST #3,"Appliances, Garbage, Parking, Water",7/11/2014,RENTED - Rented or Available,1,1
"$1,841.40",2835 CALIFORNIA ST #4,Garbage,5/2/2016,RENTED - Rented or Available,1,1
n/a,2425 CALIFORNIA ST #1,(no active services),n/a,(~) MISC - Exempt-Misc since 11/10/2004,-1,-1
n/a,2425 CALIFORNIA ST #2,(no active services),n/a,(~) MISC - Exempt-Misc since 11/10/2004,-1,-1
n/a,2425 CALIFORNIA ST #3,(no active services),n/a,(~) MISC - Exempt-Misc since 11/10/2004,-1,-1
n/a,2425 CALIFORNIA ST #4,Garbage,n/a,(~) MISC - Exempt-Misc since 11/10/2004,-1,-1
n/a,2425 CALIFORNIA ST #5,(no active services),n/a,(~) MISC - Exempt-Misc since 11/10/2004,-1,-1
n/a,2425 CALIFORNIA ST #6,(no active services),n/a,(~) MISC - Exempt-Misc since 11/10/2004,-1,-1
"$1,580.27",2875 CALIFORNIA ST #1,"Garbage, Laundry Access",5/1/2014,RENTED - Rented or Available,3,3
n/a,2875 CALIFORNIA ST #2,Garbage,n/a,(~) MISC - Exempt-Misc since 3/1/2012,-1,-1
"$2,095.00",2875 CALIFORNIA ST #3,"Appliances, Garbage, Laundry Access",5/13/2017,RENTED - Rented or Available,2,1
"$1,426.99",2875 CALIFORNIA ST #4,"Appliances, Garbage, Laundry Access, Water",3/14/2014,RENTED - Rented or Available,2,2
n/a,2875 CALIFORNIA ST #5,"Garbage, Laundry Access, Parking",n/a,(~) MISC - Exempt-Misc since 12/1/2000,-1,-1
n/a,2875 CALIFORNIA ST #6,Garbage,n/a,(~) MISC - Exempt-Misc since 5/6/2013,-1,-1
n/a,2875 CALIFORNIA ST #7,"Garbage, Laundry Access, Parking",n/a,(~) MISC - Exempt-Misc since 1/27/2002,-1,-1
"$1,347.72",2875 CALIFORNIA ST #8,"Appliances, Garbage, Laundry Access",1/9/2013,RENTED - Rented or Available,2,2
"$1,310.33",2091 CALIFORNIA ST #120,"Garbage, Water",10/19/2012,RENTED - Rented or Available,0,1
"$1,444.12",2091 CALIFORNIA ST #121,"Garbage, Water",4/11/2011,RENTED - Rented or Available,1,1
"$1,369.29",2091 CALIFORNIA ST #122,"Appliances, Garbage, Parking, Water",4/22/2013,RENTED - Rented or Available,0,1
"$1,636.80",2091 CALIFORNIA ST #123,"Garbage, Water",3/1/2016,RENTED - Rented or Available,0,2
"$1,595.00",2091 CALIFORNIA ST #124,"Appliances, Garbage, Heat, Laundry Access",5/13/2017,RENTED - Rented or Available,0,2
"$1,550.00",2091 CALIFORNIA ST #125,"Appliances, Garbage, Heat, Laundry Access",3/31/2017,RENTED - Rented or Available,0,1
$709.54,2091 CALIFORNIA ST #126,"Appliances, Garbage, Laundry Access, Sewer, Water",n/a,RENTED - Rented or Available since 12/14/1993,0,-1
"$1,795.00",2091 CALIFORNIA ST #127,"Appliances, Garbage, Heat, Laundry Access",8/1/2017,RENTED - Rented or Available,0,3
"$1,070.54",2091 CALIFORNIA ST #128,"Garbage, Water",5/16/2011,RENTED - Rented or Available,0,1
$966.03,2091 CALIFORNIA ST #129,"Garbage, Sewer, Water",2/1/2004,RENTED - Rented or Available,0,1
"$1,532.70",2091 CALIFORNIA ST #130,"Garbage, Water",6/27/2014,RENTED - Rented or Available,0,2
"$1,795.00",2091 CALIFORNIA ST #131,"Appliances, Garbage, Heat, Laundry Access",6/18/2017,RENTED - Rented or Available,0,1
"$1,744.11",2091 CALIFORNIA ST #132,"Garbage, Water",8/1/2014,RENTED - Rented or Available,1,2
"$1,109.58",2091 CALIFORNIA ST #133,"Garbage, Water",5/1/2011,RENTED - Rented or Available,0,1
"$1,713.53",2091 CALIFORNIA ST #220,"Appliances, Garbage, Heat, Laundry Access",6/1/2016,RENTED - Rented or Available,0,1
"$1,348.54",2091 CALIFORNIA ST #221,"Garbage, Water",5/7/2006,RENTED - Rented or Available,1,1
