rent_ceiling,unit_address,housing_services,tenancy_start_date,unit_status,bed,occ
"$4,990.00",2306 ELLSWORTH ST #1,"Garbage, Laundry Access, Water",12/1/2017,RENTED - Rented or Available,1,3
"$1,562.12",2306 ELLSWORTH ST #2,(no active services),6/1/2015,RENTED - Rented or Available,1,2
$772.13,2306 ELLSWORTH ST #3,"Electricity, Garbage, Gas, Laundry Access, Storage, Water",n/a,RENTED - Rented or Available since 12/14/2008,1,-1
"$1,457.98",2306 ELLSWORTH ST #4,"Garbage, Gas, Water",7/1/2015,RENTED - Rented or Available,1,3
$772.13,2306 ELLSWORTH ST #5,"Electricity, Garbage, Gas, Laundry Access, Storage, Water",n/a,RENTED - Rented or Available since 8/8/2011,1,-1
"$1,535.10",2306 ELLSWORTH ST #6,"Appliances, Garbage, Gas, Heat, Laundry Access, Water",6/1/2012,RENTED - Rented or Available,1,2
"$4,575.00",2310 ELLSWORTH ST #1,"Garbage, Laundry Access, Water",12/18/2017,RENTED - Rented or Available,1,2
$772.13,2310 ELLSWORTH ST #2,"Electricity, Garbage, Gas, Laundry Access, Storage, Water",5/31/1980,RENTED - Rented or Available,1,0
"$1,479.85",2310 ELLSWORTH ST #3,"Garbage, Gas, Water",9/1/2014,RENTED - Rented or Available,1,2
n/a,2310 ELLSWORTH ST #4,"Electricity, Garbage, Gas, Heat, Water",10/14/2006,(~) MISC - Exempt-Misc,-1,-1
"$1,457.98",2310 ELLSWORTH ST #5,"Appliances, Garbage, Gas, Heat, Laundry Access, Water",6/1/2015,RENTED - Rented or Available,1,2
"$1,457.98",2310 ELLSWORTH ST #6,"Garbage, Gas, Water",5/1/2015,RENTED - Rented or Available,1,2
"$1,950.00",2526 ELLSWORTH ST #1,"Garbage, Parking, Water",6/1/2017,RENTED - Rented or Available,1,2
"$2,048.54",2526 ELLSWORTH ST #2,"Garbage, Laundry Access, Water",6/1/2013,RENTED - Rented or Available,2,3
"$2,850.00",2526 ELLSWORTH ST #3,"Electricity, Garbage, Gas, Parking, Water",6/1/2017,RENTED - Rented or Available,3,4
$601.70,2526 ELLSWORTH ST #4,"Garbage, Water",5/31/1980,RENTED - Rented or Available,1,0
n/a,3138 ELLIS ST #A,"Garbage, Laundry Access, Parking",n/a,(~) MISC - Exempt-Misc since 5/21/2016,-1,-1
$727.33,3138 ELLIS ST #B,"Appliances, Garbage, Laundry Access, Parking",n/a,RENTED - Rented or Available since 9/1/1989,2,-1
n/a,3138 ELLIS ST #C,"Appliances, Garbage",n/a,(~) MISC - Exempt-Misc since 1/19/2005,-1,-1
"$1,790.25",3138 ELLIS ST #D,"Appliances, Garbage, Laundry Access, Parking, Water",1/1/2016,RENTED - Rented or Available,2,2
"$2,850.00",3138 ELLIS ST #E,"Appliances, Garbage, Heat, Laundry Access",6/1/2017,RENTED - Rented or Available,2,2
n/a,3138 ELLIS ST #F,"Appliances, Garbage",n/a,(~) MISC - Exempt-Misc since 3/1/2004,-1,-1
"$1,096.50",3118 ELLIS ST #A,"Garbage, Water",10/4/2012,RENTED - Rented or Available,1,2
"$1,405.91",3118 ELLIS ST #B,"Garbage, Water",6/15/2015,RENTED - Rented or Available,1,2
n/a,3120 ELLIS ST,"Garbage, Water",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
"$4,990.00",2306 ELLSWORTH ST #1,"Garbage, Laundry Access, Water",12/1/2017,RENTED - Rented or Available,1,3
"$1,562.12",2306 ELLSWORTH ST #2,(no active services),6/1/2015,RENTED - Rented or Available,1,2
$772.13,2306 ELLSWORTH ST #3,"Electricity, Garbage, Gas, Laundry Access, Storage, Water",n/a,RENTED - Rented or Available since 12/14/2008,1,-1
"$1,457.98",2306 ELLSWORTH ST #4,"Garbage, Gas, Water",7/1/2015,RENTED - Rented or Available,1,3
$772.13,2306 ELLSWORTH ST #5,"Electricity, Garbage, Gas, Laundry Access, Storage, Water",n/a,RENTED - Rented or Available since 8/8/2011,1,-1
"$1,535.10",2306 ELLSWORTH ST #6,"Appliances, Garbage, Gas, Heat, Laundry Access, Water",6/1/2012,RENTED - Rented or Available,1,2
"$4,575.00",2310 ELLSWORTH ST #1,"Garbage, Laundry Access, Water",12/18/2017,RENTED - Rented or Available,1,2
$772.13,2310 ELLSWORTH ST #2,"Electricity, Garbage, Gas, Laundry Access, Storage, Water",5/31/1980,RENTED - Rented or Available,1,0
"$1,479.85",2310 ELLSWORTH ST #3,"Garbage, Gas, Water",9/1/2014,RENTED - Rented or Available,1,2
n/a,2310 ELLSWORTH ST #4,"Electricity, Garbage, Gas, Heat, Water",10/14/2006,(~) MISC - Exempt-Misc,-1,-1
"$1,457.98",2310 ELLSWORTH ST #5,"Appliances, Garbage, Gas, Heat, Laundry Access, Water",6/1/2015,RENTED - Rented or Available,1,2
"$1,457.98",2310 ELLSWORTH ST #6,"Garbage, Gas, Water",5/1/2015,RENTED - Rented or Available,1,2
n/a,3208 ELLIS ST,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Parking, Storage, Water",n/a,OOCC - Owner Occupied since 11/28/2017,-1,-1
"$1,299.51",3208 ELLIS ST #A,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Water",5/4/2009,RENTED - Rented or Available,2,2
"$1,304.84",3208 ELLIS ST #B,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Water",5/27/2012,RENTED - Rented or Available,1,2
n/a,3114 ELLIS ST #A,"Garbage, Sewer, Water",n/a,OOCC - Owner Occupied since 10/1/2001,-1,-1
"$1,950.00",3114 ELLIS ST #B,"Garbage, Water",1/5/2014,RENTED - Rented or Available,2,5
n/a,3114 ELLIS ST #C,"Garbage, Water",n/a,NAR - Not Available for Rent since 4/30/2016,-1,-1
n/a,3117 ELLIS ST #A,"Furnishings, Garbage, Parking, Water",n/a,OOCC - Owner Occupied since 8/31/2016,-1,-1
n/a,3117 ELLIS ST #B,"Appliances, Electricity, Garbage, Gas, Heat, Water",n/a,(~) MISC - Exempt-Misc since 8/31/2016,-1,-1
n/a,3117 ELLIS ST #C,"Appliances, Garbage, Water",n/a,NAR - Not Available for Rent since 8/31/2016,-1,-1
n/a,3117 ELLIS ST #C-LOW,(no active services),n/a,NAR - Not Available for Rent since 12/2/2016,-1,-1
"$1,718.33",2491 ELLSWORTH ST #20,"Appliances, Garbage, Heat, Water",8/20/2015,RENTED - Rented or Available,0,2
"$1,718.33",2491 ELLSWORTH ST #21,"Appliances, Garbage, Heat, Water",6/1/2015,RENTED - Rented or Available,0,1
"$1,412.40",2491 ELLSWORTH ST #22,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Water",10/1/2013,RENTED - Rented or Available,0,1
"$1,718.33",2491 ELLSWORTH ST #23,"Appliances, Garbage, Heat, Water",6/15/2015,RENTED - Rented or Available,0,1
"$1,310.30",2491 ELLSWORTH ST #24,"Appliances, Garbage, Heat, Water",9/1/2011,RENTED - Rented or Available,0,1
"$1,532.70",2491 ELLSWORTH ST #26,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Water",1/15/2014,RENTED - Rented or Available,0,1
"$2,050.00",2491 ELLSWORTH ST #27,"Appliances, Garbage, Heat, Water",6/1/2017,RENTED - Rented or Available,0,2
"$2,337.56",2491 ELLSWORTH ST #28,"Appliances, Garbage, Heat, Water",8/1/2016,RENTED - Rented or Available,1,2
"$2,171.35",2491 ELLSWORTH ST #29,"Appliances, Garbage, Heat, Water",1/1/2015,RENTED - Rented or Available,1,1
"$1,343.23",2491 ELLSWORTH ST #30,"Appliances, Garbage, Heat, Water",4/23/2012,RENTED - Rented or Available,0,1
"$1,718.33",2491 ELLSWORTH ST #31,"Appliances, Garbage, Heat, Water",10/1/2015,RENTED - Rented or Available,0,1
"$1,412.40",2491 ELLSWORTH ST #32,"Appliances, Garbage, Heat, Water",7/15/2013,RENTED - Rented or Available,0,1
"$1,638.41",2491 ELLSWORTH ST #33,"Appliances, Garbage, Heat, Water",7/1/2014,RENTED - Rented or Available,0,1
"$1,790.25",2491 ELLSWORTH ST #34,"Appliances, Garbage, Heat, Water",7/15/2016,RENTED - Rented or Available,0,2
"$1,750.00",2491 ELLSWORTH ST #35,"Appliances, Garbage, Heat, Water",5/15/2017,RENTED - Rented or Available,0,1
"$1,790.25",2491 ELLSWORTH ST #36,"Appliances, Garbage, Heat, Water",2/14/2016,RENTED - Rented or Available,0,1
"$1,822.47",2491 ELLSWORTH ST #37,"Appliances, Garbage, Heat, Water",11/7/2015,RENTED - Rented or Available,0,1
"$1,484.68",2491 ELLSWORTH ST #38,"Appliances, Garbage, Heat, Laundry Access, Water",n/a,RENTED - Rented or Available since 3/1/2017,0,-1
"$1,756.13",2491 ELLSWORTH ST #39,"Appliances, Garbage, Heat, Water",12/30/2010,RENTED - Rented or Available,1,2
"$1,892.55",2491 ELLSWORTH ST #40,"Appliances, Garbage, Heat, Water",7/12/2016,RENTED - Rented or Available,0,2
$752.46,2491 ELLSWORTH ST #41,"Appliances, Garbage, Heat, Laundry Access, Water",6/1/1997,RENTED - Rented or Available,0,0
"$1,892.55",2491 ELLSWORTH ST #42,"Appliances, Garbage, Heat, Water",9/4/2016,RENTED - Rented or Available,0,2
"$1,744.11",2491 ELLSWORTH ST #43,"Appliances, Garbage, Heat, Water",7/15/2014,RENTED - Rented or Available,0,2
"$1,750.00",2491 ELLSWORTH ST #44,"Appliances, Garbage, Heat, Water",4/1/2017,RENTED - Rented or Available,0,2
"$1,790.25",2491 ELLSWORTH ST #45,"Appliances, Garbage, Heat, Water",4/1/2016,RENTED - Rented or Available,0,2
"$1,532.70",2491 ELLSWORTH ST #46,"Appliances, Garbage, Gas, Heat, Laundry Access, Water",1/19/2014,RENTED - Rented or Available,0,1
"$1,892.55",2491 ELLSWORTH ST #47,"Appliances, Garbage, Heat, Water",9/1/2016,RENTED - Rented or Available,0,1
"$2,203.92",2491 ELLSWORTH ST #48,"Appliances, Garbage, Heat, Water",9/1/2014,RENTED - Rented or Available,1,3
n/a,2491 ELLSWORTH ST #49,"Appliances, Garbage, Heat, Water",n/a,MISC - Exempt-Misc since 1/1/2017,-1,-1
$841.14,2491 ELLSWORTH ST #50,"Appliances, Garbage, Heat, Laundry Access, Water",6/15/1997,RENTED - Rented or Available,0,0
"$1,950.00",2491 ELLSWORTH ST #51,"Appliances, Garbage, Heat, Water",5/12/2017,RENTED - Rented or Available,0,2
"$1,892.55",2491 ELLSWORTH ST #52,"Appliances, Garbage, Heat, Water",9/5/2016,RENTED - Rented or Available,0,1
"$1,750.00",2491 ELLSWORTH ST #53,"Appliances, Garbage, Heat, Water",3/24/2017,RENTED - Rented or Available,0,1
"$1,750.00",2491 ELLSWORTH ST #54,"Appliances, Garbage, Heat, Water",6/15/2017,RENTED - Rented or Available,0,1
"$1,850.00",2491 ELLSWORTH ST #55,"Appliances, Garbage, Heat, Water",6/3/2017,RENTED - Rented or Available,0,2
"$1,750.00",2491 ELLSWORTH ST #56,"Appliances, Garbage, Heat, Water",6/10/2017,RENTED - Rented or Available,0,1
"$1,892.55",2491 ELLSWORTH ST #57,"Appliances, Garbage, Heat, Water",8/21/2016,RENTED - Rented or Available,0,2
"$2,439.86",2491 ELLSWORTH ST #58,"Appliances, Garbage, Heat, Water",5/7/2016,RENTED - Rented or Available,1,3
"$2,337.56",2491 ELLSWORTH ST #59,"Appliances, Garbage, Heat, Water",10/25/2016,RENTED - Rented or Available,1,2
"$1,822.47",2491 ELLSWORTH ST #60,"Appliances, Garbage, Heat, Water",6/1/2015,RENTED - Rented or Available,0,2
"$1,412.40",2491 ELLSWORTH ST #61,"Appliances, Garbage, Heat, Water",2/1/2013,RENTED - Rented or Available,0,1
"$1,850.00",2491 ELLSWORTH ST #62,"Appliances, Garbage, Heat, Water",4/27/2017,RENTED - Rented or Available,0,1
"$1,790.25",2491 ELLSWORTH ST #63,"Appliances, Garbage, Heat, Water",9/20/2016,RENTED - Rented or Available,0,1
"$1,790.25",2491 ELLSWORTH ST #64,"Appliances, Garbage, Heat, Water",2/18/2016,RENTED - Rented or Available,0,1
"$1,892.55",2491 ELLSWORTH ST #65,"Appliances, Garbage, Heat, Water",1/9/2016,RENTED - Rented or Available,0,2
"$1,638.41",2491 ELLSWORTH ST #66,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Water",1/7/2014,RENTED - Rented or Available,0,1
"$1,202.77",2491 ELLSWORTH ST #67,"Appliances, Garbage, Heat, Laundry Access, Water",6/1/2002,RENTED - Rented or Available,0,1
"$2,587.91",2491 ELLSWORTH ST #68,"Appliances, Garbage, Heat, Water",10/7/2015,RENTED - Rented or Available,1,3
$776.29,2491 ELLSWORTH ST #69,"Appliances, Garbage, Heat, Laundry Access, Water",5/31/1980,RENTED - Rented or Available,1,0
n/a,3143 ELLIS ST,(no active services),n/a,OOCC - Owner Occupied since 6/30/1994,-1,-1
n/a,3143 ELLIS ST #A,(no active services),n/a,OOCC - Owner Occupied since 6/30/1994,-1,-1
$918.15,3140 ELLIS ST #1,"Garbage, Laundry Access, Parking, Sewer, Water",10/1/2000,RENTED - Rented or Available,1,1
"$1,055.61",3140 ELLIS ST #2,"Appliances, Garbage, Laundry Access, Parking, Water",4/1/2007,RENTED - Rented or Available,1,4
"$1,229.87",3140 ELLIS ST #3,"Appliances, Garbage, Heat, Laundry Access, Parking, Water",12/1/2005,RENTED - Rented or Available,2,4
"$2,500.00",3140 ELLIS ST #4,"Garbage, Heat, Laundry Access, Water",6/1/2017,RENTED - Rented or Available,2,1
"$1,338.18",3140 ELLIS ST #5,"Appliances, Garbage, Heat, Parking, Water",11/1/2011,RENTED - Rented or Available,2,4
"$3,048.00",3140 ELLIS ST #6,"Garbage, Heat, Laundry Access, Water",6/1/2017,RENTED - Rented or Available,2,3
"$2,641.00",3140 ELLIS ST #7,"Garbage, Heat, Laundry Access, Water",6/1/2017,RENTED - Rented or Available,2,2
"$1,338.18",3140 ELLIS ST #8,"Appliances, Garbage, Laundry Access, Parking, Water",11/1/2011,RENTED - Rented or Available,2,4
"$1,238.46",3140 ELLIS ST #9,"Garbage, Gas, Laundry Access, Parking, Water",8/1/2004,RENTED - Rented or Available,2,7
"$1,370.47",3140 ELLIS ST #10,"Appliances, Garbage, Laundry Access, Parking, Water",5/1/2008,RENTED - Rented or Available,2,4
n/a,3116 ELLIS ST #A #UPPER,(no active services),n/a,"CHSFD - Single family, C-H exempt since 12/1/2006",-1,-1
n/a,3116 ELLIS ST #B #LOWER,"Garbage, Laundry Access, Parking",n/a,"CHSFD - Single family, C-H exempt since 10/5/2006",-1,-1
n/a,3116 ELLIS ST #C #1/2,(no active services),n/a,"CHSFD - Single family, C-H exempt since 9/21/2006",-1,-1
n/a,3039 ELLIS ST #A,"Furnishings, Garbage, Gas, Laundry Access, Parking, Storage",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
"$1,900.00",3039 ELLIS ST #B,"Appliances, Garbage, Laundry Access, Other, Water",6/15/2017,RENTED - Rented or Available,0,2
$780.54,3023 ELLIS ST #A,"Garbage, Parking",n/a,RENTED - Rented or Available since 12/14/1993,0,-1
n/a,3023 ELLIS ST #B,"Garbage, Parking",n/a,(~) MISC - Exempt-Misc since 7/1/2001,-1,-1
n/a,3023 ELLIS ST #H,"Garbage, Parking",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
"$3,950.00",2938 ELLIS ST #A,"Appliances, Electricity, Furnishings, Garbage, Gas, Heat, Laundry Access, Storage, Water",9/15/2017,RENTED - Rented or Available,3,4
"$1,596.60",2938 ELLIS ST #B,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Other, Storage, Water",n/a,RENTED - Rented or Available since 12/5/2015,2,-1
n/a,3009 ELLIS ST #A,"Garbage, Parking, Water",n/a,DUPLEX - Owner Occ duplex since 5/1/2013,-1,-1
n/a,3009 ELLIS ST #B,"Garbage, Parking, Water",n/a,OOCC - Owner Occupied since 5/1/2013,-1,-1
"$4,040.85",1993 EL DORADO AVE #1,"Garbage, Laundry Access, Parking, Storage, Water",11/5/2016,RENTED - Rented or Available,2,2
"$2,150.00",1993 EL DORADO AVE #3,"Garbage, Laundry Access, Parking, Storage, Water",2/1/2017,RENTED - Rented or Available,1,2
$928.51,1993 EL DORADO AVE #4,"Garbage, Laundry Access, Parking, Sewer, Storage, Water",6/1/1999,RENTED - Rented or Available,1,1
$872.78,1993 EL DORADO AVE #5,"Garbage, Laundry Access, Parking, Storage, Water",n/a,RENTED - Rented or Available since 4/5/1994,1,-1
"$2,175.00",1993 EL DORADO AVE #6,"Electricity, Garbage, Gas, Laundry Access, Parking, Storage, Water",7/1/2017,RENTED - Rented or Available,1,2
"$1,859.85",1993 EL DORADO AVE #7,"Garbage, Laundry Access, Parking, Storage, Water",11/1/2013,RENTED - Rented or Available,1,2
"$2,175.00",1993 EL DORADO AVE #8,"Garbage, Laundry Access, Parking, Storage, Water",2/1/2017,RENTED - Rented or Available,1,1
"$2,007.25",1993 EL DORADO AVE #A,"Garbage, Parking, Water",2/1/2011,RENTED - Rented or Available,1,2
"$1,926.07",1993 EL DORADO AVE #B,"Garbage, Parking, Water",12/1/2010,RENTED - Rented or Available,1,2
n/a,3001 ELLIS ST #A,(no active services),12/31/1995,NEW - New Construction,-1,-1
n/a,3001 ELLIS ST #B,(no active services),12/31/1995,NEW - New Construction,-1,-1
n/a,3001 ELLIS ST #C,(no active services),12/31/1995,NEW - New Construction,-1,-1
n/a,3001 ELLIS ST #D,(no active services),12/31/1995,NEW - New Construction,-1,-1
"$2,495.00",2360 ELLSWORTH ST #A,"Appliances, Garbage, Heat, Laundry Access, Water",7/21/2017,RENTED - Rented or Available,1,2
"$3,685.00",2360 ELLSWORTH ST #B,"Appliances, Garbage, Heat, Laundry Access, Water",6/15/2017,RENTED - Rented or Available,2,4
"$3,685.00",2360 ELLSWORTH ST #C,"Appliances, Garbage, Heat, Laundry Access, Water",6/15/2017,RENTED - Rented or Available,2,3
"$2,495.00",2360 ELLSWORTH ST #D,"Appliances, Garbage, Heat, Laundry Access, Water",6/15/2017,RENTED - Rented or Available,1,2
"$3,685.00",2360 ELLSWORTH ST #E,"Appliances, Garbage, Heat, Laundry Access, Water",6/15/2017,RENTED - Rented or Available,2,4
"$3,685.00",2360 ELLSWORTH ST #F,"Appliances, Garbage, Heat, Laundry Access, Water",6/15/2017,RENTED - Rented or Available,2,3
"$2,951.68",2360 ELLSWORTH ST #PH,"Appliances, Garbage, Laundry Access, Water",12/1/2004,RENTED - Rented or Available,4,4
"$2,655.61",2925 ELLIS ST #1,Laundry Access,8/1/2015,RENTED - Rented or Available,2,3
"$1,874.55",2925 ELLIS ST #2,Laundry Access,11/15/2015,RENTED - Rented or Available,2,2
"$1,672.72",2925 ELLIS ST #3,Garbage,9/21/2011,RENTED - Rented or Available,2,1
"$2,114.07",2925 ELLIS ST #4,Laundry Access,8/1/2014,RENTED - Rented or Available,2,3
"$1,666.26",2925 ELLIS ST #5,Laundry Access,8/12/2015,RENTED - Rented or Available,1,2
"$1,598.82",2925 ELLIS ST #6,"Garbage, Water",11/1/2005,RENTED - Rented or Available,2,1
"$2,759.75",2925 ELLIS ST #7,Laundry Access,8/4/2015,RENTED - Rented or Available,2,3
"$1,642.82",2925 ELLIS ST #8,Garbage,5/1/2010,RENTED - Rented or Available,2,2
"$2,046.00",2925 ELLIS ST #9,(no active services),12/16/2016,RENTED - Rented or Available,1,1
"$2,557.50",2925 ELLIS ST #10,(no active services),8/1/2016,RENTED - Rented or Available,2,2
"$1,886.81",2925 ELLIS ST #11,Garbage,1/5/2013,RENTED - Rented or Available,2,3
"$1,671.17",3005 ELLIS ST #A,"Appliances, Garbage, Laundry Access, Parking",5/1/2013,RENTED - Rented or Available,2,2
"$1,556.17",3005 ELLIS ST #B,Garbage,9/5/2000,RENTED - Rented or Available,2,3
"$2,300.00",3005 ELLIS ST #C,"Garbage, Laundry Access, Parking",12/9/2017,RENTED - Rented or Available,2,2
"$2,300.00",3005 ELLIS ST #D,"Garbage, Parking",11/4/2017,RENTED - Rented or Available,2,1
"$1,725.08",3005 ELLIS ST #E,(no active services),6/1/2013,RENTED - Rented or Available,2,2
n/a,3005 ELLIS ST #F,Garbage,n/a,(~) MISC - Exempt-Misc since 4/1/2010,-1,-1
"$2,447.32",3005 ELLIS ST #G,"Appliances, Garbage, Laundry Access, Parking",7/1/2015,RENTED - Rented or Available,2,2
"$1,796.96",3005 ELLIS ST #H,"Appliances, Garbage, Laundry Access, Parking",1/1/2014,RENTED - Rented or Available,2,1
"$2,707.68",2726 DWIGHT WAY #1,"Appliances, Garbage, Water",9/1/2015,RENTED - Rented or Available,1,4
"$2,499.39",2726 DWIGHT WAY #2,"Garbage, Water",6/1/2015,RENTED - Rented or Available,1,3
"$2,499.39",2726 DWIGHT WAY #3,"Garbage, Water",6/1/2015,RENTED - Rented or Available,1,3
"$2,166.92",2726 DWIGHT WAY #4,"Garbage, Water",6/1/2014,RENTED - Rented or Available,1,2
"$2,455.20",2726 DWIGHT WAY #5,"Appliances, Garbage, Water",6/1/2016,RENTED - Rented or Available,1,3
"$2,864.40",2726 DWIGHT WAY #6,"Appliances, Garbage, Water",6/1/2016,RENTED - Rented or Available,1,4
"$2,166.92",2726 DWIGHT WAY #7,"Garbage, Water",6/1/2014,RENTED - Rented or Available,1,2
"$2,166.92",2726 DWIGHT WAY #8,"Garbage, Water",6/1/2014,RENTED - Rented or Available,1,2
"$2,915.55",2726 DWIGHT WAY #9,"Appliances, Garbage, Water",6/1/2016,RENTED - Rented or Available,1,4
"$2,915.55",2726 DWIGHT WAY #10,"Appliances, Garbage, Water",6/1/2016,RENTED - Rented or Available,1,4
$910.34,2726 DWIGHT WAY #11,(no active services),n/a,RENTED - Rented or Available since 3/25/1994,1,-1
"$2,710.95",2726 DWIGHT WAY #12,"Appliances, Garbage, Water",6/1/2016,RENTED - Rented or Available,1,3
"$15,345.00",2729 DWIGHT WAY #101,"Garbage, Water",10/1/2016,RENTED - Rented or Available,1,2
"$2,499.39",2729 DWIGHT WAY #102,"Garbage, Water",4/10/2015,RENTED - Rented or Available,2,4
"$1,550.00",2729 DWIGHT WAY #103,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,1
"$1,550.00",2729 DWIGHT WAY #104,"Garbage, Water",12/23/2017,RENTED - Rented or Available,1,2
"$1,162.74",2729 DWIGHT WAY #105,"Garbage, Water",6/27/2014,RENTED - Rented or Available,0,2
"$1,500.00",2729 DWIGHT WAY #106,"Garbage, Water",4/1/2017,RENTED - Rented or Available,1,2
"$1,563.36",2729 DWIGHT WAY #107,"Garbage, Water",9/1/2013,RENTED - Rented or Available,1,1
"$1,550.00",2729 DWIGHT WAY #108,"Garbage, Water",7/29/2017,RENTED - Rented or Available,1,1
"$2,499.39",2729 DWIGHT WAY #109,"Garbage, Water",6/1/2015,RENTED - Rented or Available,2,3
"$2,500.00",2729 DWIGHT WAY #110,"Garbage, Water",8/12/2017,RENTED - Rented or Available,2,2
"$1,638.41",2729 DWIGHT WAY #201,"Garbage, Water",12/1/2014,RENTED - Rented or Available,1,1
"$1,297.05",2729 DWIGHT WAY #202,"Garbage, Water",8/1/1997,RENTED - Rented or Available,2,0
"$1,550.00",2729 DWIGHT WAY #203,"Garbage, Water",7/1/2017,RENTED - Rented or Available,1,2
"$1,510.05",2729 DWIGHT WAY #204,"Garbage, Water",7/1/2015,RENTED - Rented or Available,1,2
"$1,132.09",2729 DWIGHT WAY #205,"Garbage, Water",7/1/2013,RENTED - Rented or Available,0,1
$734.49,2729 DWIGHT WAY #206,"Garbage, Water",n/a,RENTED - Rented or Available since 6/1/2013,1,-1
"$1,550.00",2729 DWIGHT WAY #207,"Garbage, Water",6/15/2017,RENTED - Rented or Available,1,2
"$1,510.05",2729 DWIGHT WAY #208,"Garbage, Water",8/1/2015,RENTED - Rented or Available,1,1
"$2,500.00",2729 DWIGHT WAY #209,"Garbage, Water",6/1/2017,RENTED - Rented or Available,2,2
"$2,499.39",2729 DWIGHT WAY #210,"Garbage, Water",6/1/2015,RENTED - Rented or Available,2,4
"$1,510.05",2729 DWIGHT WAY #301,"Garbage, Water",6/26/2015,RENTED - Rented or Available,1,1
"$2,506.35",2729 DWIGHT WAY #302,"Garbage, Water",12/6/2016,RENTED - Rented or Available,2,3
"$1,509.45",2729 DWIGHT WAY #303,"Garbage, Water",11/24/2013,RENTED - Rented or Available,1,2
"$1,338.18",2729 DWIGHT WAY #304,"Garbage, Laundry Access, Water",1/23/2011,RENTED - Rented or Available,1,1
"$1,150.00",2729 DWIGHT WAY #305,"Garbage, Water",12/1/2017,RENTED - Rented or Available,0,1
"$1,500.00",2729 DWIGHT WAY #306,"Garbage, Water",1/5/2017,RENTED - Rented or Available,1,1
"$1,550.00",2729 DWIGHT WAY #307,"Garbage, Water",7/1/2017,RENTED - Rented or Available,1,1
"$1,500.00",2729 DWIGHT WAY #308,"Garbage, Water",1/1/2017,RENTED - Rented or Available,1,2
"$2,499.39",2729 DWIGHT WAY #309,"Garbage, Water",6/1/2015,RENTED - Rented or Available,2,4
"$2,479.80",2729 DWIGHT WAY #310,"Garbage, Water",8/17/2013,RENTED - Rented or Available,2,3
"$2,707.68",2729 DWIGHT WAY #401,"Garbage, Water",8/9/2015,RENTED - Rented or Available,2,3
"$1,442.57",2729 DWIGHT WAY #402,"Garbage, Water",5/31/1980,RENTED - Rented or Available,3,0
$409.20,2715 DWIGHT WAY #1,"Appliances, Garbage, Water",7/1/2016,RENTED - Rented or Available,1,1
"$2,013.00",2715 DWIGHT WAY #2,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,3
"$2,046.00",2715 DWIGHT WAY #3,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,3
"$4,525.00",2715 DWIGHT WAY #4,"Garbage, Water",6/1/2017,RENTED - Rented or Available,3,3
"$5,115.00",2715 DWIGHT WAY #5,"Garbage, Water",6/1/2017,RENTED - Rented or Available,3,5
"$1,820.94",2715 DWIGHT WAY #6,"Appliances, Garbage, Laundry Access, Water",6/1/2016,RENTED - Rented or Available,1,2
"$1,820.94",2715 DWIGHT WAY #7,"Appliances, Garbage, Laundry Access, Water",6/1/2016,RENTED - Rented or Available,1,2
"$1,830.00",2715 DWIGHT WAY #8,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,2
"$1,872.09",2715 DWIGHT WAY #9,"Appliances, Garbage, Laundry Access, Water",6/1/2016,RENTED - Rented or Available,1,2
"$1,880.00",2715 DWIGHT WAY #10,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,2
"$2,068.00",2715 DWIGHT WAY #11,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,3
"$2,059.30",2715 DWIGHT WAY #12,"Appliances, Garbage, Laundry Access, Water",6/1/2016,RENTED - Rented or Available,1,3
"$4,730.00",2715 DWIGHT WAY #14,"Garbage, Water",6/1/2017,RENTED - Rented or Available,3,5
"$2,059.30",2715 DWIGHT WAY #15,"Appliances, Garbage, Laundry Access, Water",6/1/2016,RENTED - Rented or Available,1,3
"$1,880.00",2715 DWIGHT WAY #16,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,2
"$2,264.92",2715 DWIGHT WAY #17,"Appliances, Garbage, Laundry Access, Water",6/1/2016,RENTED - Rented or Available,1,4
"$1,880.00",2715 DWIGHT WAY #18,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,2
"$2,119.28",2715 DWIGHT WAY #19,"Garbage, Laundry Access, Water",6/1/2015,RENTED - Rented or Available,1,3
"$2,145.00",2715 DWIGHT WAY #20,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,3
"$1,950.00",2715 DWIGHT WAY #21,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,2
