name,zip,num/range,pattern,company,type,zip+4
Dohr St   ,94704,2950,, , H,94702-2501
Dohr St   ,94704,2950,, , H,94702-2501
Dohr St   ,94704,2950,, , H,94702-2501
Dohr St   ,94704,2950,, , H,94702-2502
Dohr St   ,94704,2950,, , H,94702-2502
Dohr St   ,94704,2950,, , H,94702-2502
Dohr St   ,94704,2950,, , H,94702-2561
Dohr St   ,94704,3000 to 3098,Even Only, , S,94702-2714
Dohr St   ,94704,3001 to 3099,Odd Only, , S,94702-2713
Dohr St   ,94704,3051,, , H,94702-2746
Dohr St   ,94704,3051,, , H,94702-2746
Dohr St   ,94704,3053,, , H,94702-2741
Dohr St   ,94704,3053,, , H,94702-2741
Derby St   ,94704,1100 to 1198,Even Only, , S,94702-2210
Derby St   ,94704,1101 to 1199,Odd Only, , S,94702-2209
Derby St   ,94704,1200 to 1298,Even Only, , S,94702-2212
Derby St   ,94704,1201 to 1299,Odd Only, , S,94702-2211
Derby St   ,94704,1300 to 1398,Even Only, , S,94702-2309
Derby St   ,94704,1301 to 1399,Odd Only, , S,94702-2308
Derby St   ,94704,1400 to 1498,Even Only, , S,94702-2311
Derby St   ,94704,1401 to 1499,Odd Only, , S,94702-2310
Derby St   ,94704,1436,, , H,94702-2343
Derby St   ,94704,1436,, , H,94702-2343
Derby St   ,94704,1436,, , H,94702-2352
Delaware St   ,94704,1100 to 1198,Even Only, , S,94702-1620
Delaware St   ,94704,1101 to 1199,Odd Only, , S,94702-1619
Delaware St   ,94704,1118,, , H,94702-1647
Delaware St   ,94704,1134,, , H,94702-1672
Delaware St   ,94704,1134,, , H,94702-1672
Delaware St   ,94704,1136,, , H,94702-1673
Delaware St   ,94704,1136,, , H,94702-1673
Delaware St   ,94704,1138,, , H,94702-1632
Delaware St   ,94704,1138,, , H,94702-1632
Delaware St   ,94704,1200 to 1220,Even Only, , S,94702-1407
Delaware St   ,94704,1201 to 1239,Odd Only, , S,94702-1406
Delaware St   ,94704,1222 to 1226,Even Only, , S,94702-1478
Delaware St   ,94704,1228,, , H,94702-1401
Delaware St   ,94704,1228,, , H,94702-1420
Delaware St   ,94704,1228,, , H,94702-1475
Delaware St   ,94704,1228,, , H,94702-1476
Delaware St   ,94704,1228,, , H,94702-1477
Delaware St   ,94704,1228 to 1242,Even Only, , S,94702-1479
Delaware St   ,94704,1241 to 1299,Odd Only, , S,94702-1435
Delaware St   ,94704,1244 to 1246,Even Only, , S,94702-1402
Delaware St   ,94704,1248 to 1298,Even Only, , S,94702-1436
Delaware St   ,94704,1300,, , H,94702-1445
Delaware St   ,94704,1300,, , H,94702-1446
Delaware St   ,94704,1300,, , H,94702-1468
Delaware St   ,94704,1300,, , H,94702-1469
Delaware St   ,94704,1300,, , H,94702-1470
Delaware St   ,94704,1300,, , H,94702-1471
Delaware St   ,94704,1300,, , H,94702-1472
Delaware St   ,94704,1300 to 1336,Even Only, , S,94702-1409
Delaware St   ,94704,1301 to 1355,Odd Only, , S,94702-1408
Delaware St   ,94704,1338 to 1398,Even Only, , S,94702-1438
Delaware St   ,94704,1357 to 1399,Odd Only, , S,94702-1437
Delaware St   ,94704,1400 to 1498,Even Only, , S,94702-1521
Curtis St   ,94704,1300 to 1398,Even Only, , S,94702-1004
Curtis St   ,94704,1301 to 1399,Odd Only, , S,94702-1003
Curtis St   ,94704,1329,, , H,94702-1053
Curtis St   ,94704,1329,, , H,94702-1053
Curtis St   ,94704,1363,, , H,94702-1052
Curtis St   ,94704,1363,, , H,94702-1052
Curtis St   ,94704,1400 to 1498,Even Only, , S,94702-1006
Curtis St   ,94704,1401 to 1499,Odd Only, , S,94702-1005
Curtis St   ,94704,1500 to 1598,Even Only, , S,94702-1135
Curtis St   ,94704,1501 to 1599,Odd Only, , S,94702-1134
Curtis St   ,94704,1600 to 1698,Even Only, , S,94702-1329
Curtis St   ,94704,1601 to 1699,Odd Only, , S,94702-1328
Curtis St   ,94704,1701 to 1725,Odd Only, , S,94702-1330
Curtis St   ,94704,1727 to 1799,Odd Only, , S,94702-1348
Curtis St   ,94704,1728,, , H,94702-1301
Curtis St   ,94704,1728,, , H,94702-1302
Curtis St   ,94704,1728,, , H,94702-1360
Curtis St   ,94704,1728 to 1798,Even Only, , S,94702-1331
Curtis St   ,94704,1730,, , H,94702-1352
Curtis St   ,94704,1730,, , H,94702-1352
Curtis St   ,94704,1730,, , H,94702-1352
Curtis St   ,94704,1800 to 1898,Even Only, , S,94702-1618
Curtis St   ,94704,1801 to 1899,Odd Only, , S,94702-1617
Curtis St   ,94704,1900 to 1998,Even Only, , S,94702-1616
Curtis St   ,94704,1901 to 1999,Odd Only, , S,94702-1615
Curtis St   ,94704,1919,, , H,94702-1644
Curtis St   ,94704,1919,, , H,94702-1645
Curtis St   ,94704,1919,, , H,94702-1648
Curtis St   ,94704,1930,, , H,94702-1604
Curtis St   ,94704,1930,, , H,94702-1639
Curtis St   ,94704,1930,, , H,94702-1646
Curtis St   ,94704,1944,, , H,94702-1640
Curtis St   ,94704,1944,, , H,94702-1641
Curtis St   ,94704,1944,, , H,94702-1649
Curtis St   ,94704,1970,, , H,94702-1642
Curtis St   ,94704,1970,, , H,94702-1657
Curtis St   ,94704,1970,, , H,94702-1658
Curtis St   ,94704,1970,, , H,94702-1659
Curtis St   ,94704,1980,, , H,94702-1643
Curtis St   ,94704,1980,, , H,94702-1660
Curtis St   ,94704,1980,, , H,94702-1661
Curtis St   ,94704,1980,, , H,94702-1661
Curtis St   ,94704,2000 to 2098,Even Only, , S,94702-1610
Curtis St   ,94704,2100 to 2198,Even Only, , S,94702-1816
Curtis St   ,94704,2131 to 2199,Odd Only, , S,94702-1815
Curtis St   ,94704,2200 to 2298,Even Only, , S,94702-1826
Curtis St   ,94704,2201 to 2299,Odd Only, , S,94702-1825
Curtis St   ,94704,2238,, , H,94702-1874
Curtis St   ,94704,2238,, , H,94702-1874
Curtis St   ,94704,2300 to 2324,Even Only, , S,94702-2035
Curtis St   ,94704,2301 to 2399,Odd Only, , S,94702-2034
Curtis St   ,94704,2326 to 2398,Even Only, , S,94702-2054
Curtis St   ,94704,2334,, , H,94702-2046
Curtis St   ,94704,2334,, , H,94702-2046
Curtis St   ,94704,2336,, , H,94702-2072
Curtis St   ,94704,2336,, , H,94702-2072
Curtis St   ,94704,2400 to 2498,Even Only, , S,94702-2037
Curtis St   ,94704,2401 to 2499,Odd Only, , S,94702-2036
Curtis St   ,94704,2441,, , H,94702-2056
Curtis St   ,94704,2441,, , H,94702-2056
Cowper St   ,94704,1100 to 1198,Even Only, , S,94702-1814
Cowper St   ,94704,1101 to 1199,Odd Only, , S,94702-1813
Cowper St   ,94704,1113,, , H,94702-1872
Cowper St   ,94704,1113,, , H,94702-1872
Cowper St   ,94704,1114,, , H,94702-1873
Cowper St   ,94704,1114,, , H,94702-1873
Berkeley Way   ,94704,1200 to 1298,Even Only, , S,94702-1719
Berkeley Way   ,94704,1201 to 1299,Odd Only, , S,94702-1718
Berkeley Way   ,94704,1239,, , H,94702-1754
Berkeley Way   ,94704,1239,, , H,94702-1754
Berkeley Way   ,94704,1246,, , H,94702-1789
Berkeley Way   ,94704,1246,, , H,94702-1789
Berkeley Way   ,94704,1250,, , H,94702-1784
Berkeley Way   ,94704,1250,, , H,94702-1784
Berkeley Way   ,94704,1300 to 1398,Even Only, , S,94702-1721
Berkeley Way   ,94704,1301 to 1399,Odd Only, , S,94702-1720
Berkeley Way   ,94704,1310,, , H,94702-1761
Berkeley Way   ,94704,1310,, , H,94702-1761
Berkeley Way   ,94704,1360,, , H,94702-1748
Berkeley Way   ,94704,1360,, , H,94702-1758
Berkeley Way   ,94704,1360,, , H,94702-1758
Berkeley Way   ,94704,1360,, , H,94702-1759
Berkeley Way   ,94704,1370,, , H,94702-1760
Berkeley Way   ,94704,1370,, , H,94702-1760
Berkeley Way   ,94704,1393,, , H,94702-1755
Berkeley Way   ,94704,1393,, , H,94702-1755
Berkeley Way   ,94704,1400 to 1498,Even Only, , S,94702-1520
Berkeley Way   ,94704,1401 to 1499,Odd Only, , S,94702-1519
Berkeley Way   ,94704,1431,, , H,94702-1546
Berkeley Way   ,94704,1431,, , H,94702-1546
Berkeley Way   ,94704,1433,, , H,94702-1545
Berkeley Way   ,94704,1433,, , H,94702-1545
Belvedere Ave   ,94704,1500 to 1598,Even Only, , S,94702-1132
Belvedere Ave   ,94704,1501 to 1599,Odd Only, , S,94702-1131
Belvedere Ave   ,94704,1600 to 1698,Even Only, , S,94702-1325
Belvedere Ave   ,94704,1601 to 1699,Odd Only, , S,94702-1324
Bancroft Way   ,94704,1100 to 1198,Even Only, , S,94702-1818
Bancroft Way   ,94704,1101 to 1119,Odd Only, , S,94702-1817
Bancroft Way   ,94704,1121 to 1199,Odd Only, , S,94702-1849
Bancroft Way   ,94704,1128,, , H,94702-1853
Bancroft Way   ,94704,1128,, , H,94702-1853
Bancroft Way   ,94704,1130,, , H,94702-1854
Bancroft Way   ,94704,1130,, , H,94702-1854
Bancroft Way   ,94704,1200 to 1232,Even Only, , S,94702-1820
Bancroft Way   ,94704,1201 to 1223,Odd Only, , S,94702-1819
Bancroft Way   ,94704,1225 to 1299,Odd Only, , S,94702-1850
Bancroft Way   ,94704,1234 to 1298,Even Only, , S,94702-1851
Bancroft Way   ,94704,1300 to 1316,Even Only, , S,94702-1925
Bancroft Way   ,94704,1301 to 1399,Odd Only, , S,94702-1980
Bancroft Way   ,94704,1318 to 1398,Even Only, , S,94702-1946
Bancroft Way   ,94704,1400 to 1442,Even Only, , S,94702-1909
Bancroft Way   ,94704,1401 to 1499,Odd Only, , S,94702-1908
Bancroft Way   ,94704,1437,, , H,94702-1939
Bancroft Way   ,94704,1437,, , H,94702-1939
Bancroft Way   ,94704,1444 to 1498,Even Only, , S,94702-1940
Baker St   ,94704,3200 to 3244,Even Only, , S,94702-2733
Baker St   ,94704,3201 to 3299,Odd Only, , S,94702-2744
Baker St   ,94704,3216,, , H,94702-2755
Baker St   ,94704,3216,, , H,94702-2755
Baker St   ,94704,3246 to 3298,Even Only, , S,94702-2732
Ashby Ave   ,94704,1200 to 1298,Even Only, , S,94702-2402
Ashby Ave   ,94704,1201 to 1299,Odd Only, , S,94702-2401
Ashby Ave   ,94704,1212,, , H,94702-2480
Ashby Ave   ,94704,1212,, , H,94702-2480
Ashby Ave   ,94704,1214,, , H,94702-2469
Ashby Ave   ,94704,1214,, , H,94702-2469
Ashby Ave   ,94704,1222,, , H,94702-2400
Ashby Ave   ,94704,1222,, , H,94702-2400
Ashby Ave   ,94704,1224,, , H,94702-2475
Ashby Ave   ,94704,1224,, , H,94702-2475
Ashby Ave   ,94704,1225,, , H,94702-2437
Ashby Ave   ,94704,1225,, , H,94702-2438
Ashby Ave   ,94704,1225,, , H,94702-2466
Ashby Ave   ,94704,1226,, , H,94702-2473
Ashby Ave   ,94704,1226,, , H,94702-2473
Ashby Ave   ,94704,1228,, , H,94702-2474
Ashby Ave   ,94704,1228,, , H,94702-2474
Ashby Ave   ,94704,1232,, , H,94702-2439
Ashby Ave   ,94704,1232,, , H,94702-2439
Ashby Ave   ,94704,1234,, , H,94702-2440
Ashby Ave   ,94704,1234,, , H,94702-2440
Ashby Ave   ,94704,1236,, , H,94702-2441
Ashby Ave   ,94704,1236,, , H,94702-2441
Ashby Ave   ,94704,1238,, , H,94702-2442
Ashby Ave   ,94704,1238,, , H,94702-2442
Ashby Ave   ,94704,1244,, , H,94702-2443
Ashby Ave   ,94704,1244,, , H,94702-2443
Ashby Ave   ,94704,1246,, , H,94702-2444
Ashby Ave   ,94704,1246,, , H,94702-2444
Ashby Ave   ,94704,1247,, , H,94702-2467
Ashby Ave   ,94704,1247,, , H,94702-2467
Ashby Ave   ,94704,1248,, , H,94702-2485
Ashby Ave   ,94704,1248,, , H,94702-2485
Ashby Ave   ,94704,1300 to 1398,Even Only, , S,94702-2404
Ashby Ave   ,94704,1301 to 1399,Odd Only, , S,94702-2403
Ashby Ave   ,94704,1316,, , H,94702-2445
Ashby Ave   ,94704,1316,, , H,94702-2445
Ashby Ave   ,94704,1317,, , H,94702-2448
Ashby Ave   ,94704,1317,, , H,94702-2448
Ashby Ave   ,94704,1323,, , H,94702-2476
Ashby Ave   ,94704,1323,, , H,94702-2476
Ashby Ave   ,94704,1325,, , H,94702-2447
Ashby Ave   ,94704,1325,, , H,94702-2447
Ashby Ave   ,94704,1327,, , H,94702-2446
Ashby Ave   ,94704,1327,, , H,94702-2446
Ashby Ave   ,94704,1400 to 1414,Even Only, , S,94702-2504
Ashby Ave   ,94704,1415 to 1429,Odd Only, , S,94702-2503
Ashby Ave   ,94704,1416 to 1434,Even Only, , S,94702-2530
Ashby Ave   ,94704,1419,, , H,94702-2531
Ashby Ave   ,94704,1419,, , H,94702-2531
Ashby Ave   ,94704,1431 to 1499,Odd Only, , S,94702-2529
Allston Way   ,94704,1100 to 1124,Even Only, , S,94702-1802
Allston Way   ,94704,1101 to 1129,Odd Only, , S,94702-1801
Allston Way   ,94704,1112,, , H,94702-1870
Allston Way   ,94704,1112,, , H,94702-1870
Allston Way   ,94704,1126 to 1198,Even Only, , S,94702-1832
Allston Way   ,94704,1131 to 1199,Odd Only, , S,94702-1831
Allston Way   ,94704,1200 to 1222,Even Only, , S,94702-1804
Allston Way   ,94704,1201 to 1221,Odd Only, , S,94702-1803
Allston Way   ,94704,1223 to 1299,Odd Only, , S,94702-1833
Allston Way   ,94704,1224 to 1298,Even Only, , S,94702-1834
Allston Way   ,94704,1255,,BERKELEY YOUTH ALTERNATIVE, F,94702-1893
Allston Way   ,94704,1300 to 1398,Even Only, , S,94702-1921
Allston Way   ,94704,1301 to 1323,Odd Only, , S,94702-1920
Allston Way   ,94704,1309,,CHAPARRAL HOUSE, F,94702-1998
Allston Way   ,94704,1325 to 1399,Odd Only, , S,94702-1941
Allston Way   ,94704,1326,,BERKELEY CITY CORP YARD, F,94702-1952
Allston Way   ,94704,1328,,BERKELEY CITY CORP YARD, F,94702-1999
Allston Way   ,94704,1400 to 1498,Even Only, , S,94702-1923
Allston Way   ,94704,1401 to 1499,Odd Only, , S,94702-1922
Allston Way   ,94704,1406,, , H,94702-1943
Allston Way   ,94704,1406,, , H,94702-1943
Allston Way   ,94704,1408,, , H,94702-1944
Allston Way   ,94704,1408,, , H,94702-1944
Allston Way   ,94704,1410,, , H,94702-1945
Allston Way   ,94704,1410,, , H,94702-1945
Allston Way   ,94704,1417,, , H,94702-1975
Allston Way   ,94704,1417,, , H,94702-1975
Allston Way   ,94704,1419,, , H,94702-1974
Allston Way   ,94704,1419,, , H,94702-1974
Allston Way   ,94704,1429,, , H,94702-1967
Allston Way   ,94704,1429,, , H,94702-1967
Allston Way   ,94704,1417A,, , S,94702-1975
Allston Way   ,94704,1419B,, , S,94702-1974
Alcatraz Ave   ,94704,1200 to 1298,Even Only, , S,94702-2604
Alcatraz Ave   ,94704,1201 to 1299,Odd Only, , S,94702-2603
Alcatraz Ave   ,94704,1274,, , H,94702-2634
Alcatraz Ave   ,94704,1274,, , H,94702-2634
Alcatraz Ave   ,94704,1300 to 1398,Even Only, , S,94702-2606
Alcatraz Ave   ,94704,1301 to 1399,Odd Only, , S,94702-2605
Alcatraz Ave   ,94704,1304,, , H,94702-2636
Alcatraz Ave   ,94704,1304,, , H,94702-2637
Alcatraz Ave   ,94704,1304,, , H,94702-2638
Alcatraz Ave   ,94704,1330,, , H,94702-2635
Alcatraz Ave   ,94704,1330,, , H,94702-2635
Alcatraz Ave   ,94704,1400 to 1498,Even Only, , S,94702-2711
Alcatraz Ave   ,94704,1401 to 1499,Odd Only, , S,94702-2710
Alcatraz Ave   ,94704,1420,, , H,94702-2701
Alcatraz Ave   ,94704,1420,, , H,94702-2701
Alcatraz Ave   ,94704,1420,, , H,94702-2701
Alcatraz Ave   ,94704,1438,, , H,94702-2757
Alcatraz Ave   ,94704,1499,, , H,94702-2747
Alcatraz Ave   ,94704,1499,, , H,94702-2748
Alcatraz Ave   ,94704,1499,, , H,94702-2749
Alcatraz Ave   ,94704,1499,, , H,94702-2750
Alcatraz Ave   ,94704,1438A,, , S,94702-2757
Addison St   ,94704,1100 to 1128,Even Only, , S,94702-1608
Addison St   ,94704,1101 to 1199,Odd Only, , S,94702-1607
Addison St   ,94704,1115,, , H,94702-1633
Addison St   ,94704,1115,, , H,94702-1633
Addison St   ,94704,1117,, , H,94702-1656
Addison St   ,94704,1117,, , H,94702-1656
Addison St   ,94704,1121,, , H,94702-1636
Addison St   ,94704,1121,, , H,94702-1636
Addison St   ,94704,1130 to 1198,Even Only, , S,94702-1631
Addison St   ,94704,1135,, , H,94702-1655
Addison St   ,94704,1135,, , H,94702-1655
Addison St   ,94704,1138,, , H,94702-1609
Addison St   ,94704,1138,, , H,94702-1609
Addison St   ,94704,1139,, , H,94702-1651
Addison St   ,94704,1139,, , H,94702-1651
Addison St   ,94704,1200 to 1248,Even Only, , S,94702-1715
Addison St   ,94704,1250,, , H,94702-1700
Addison St   ,94704,1250,, , H,94702-1706
Addison St   ,94704,1250,, , H,94702-1706
Addison St   ,94704,1250,, , H,94702-1709
Addison St   ,94704,1250,, , H,94702-1713
Addison St   ,94704,1250,, , H,94702-1713
Addison St   ,94704,1250,, , H,94702-1714
Addison St   ,94704,1250,, , H,94702-1714
Addison St   ,94704,1250,, , H,94702-1749
Addison St   ,94704,1250,, , H,94702-1764
Addison St   ,94704,1250,, , H,94702-1764
Addison St   ,94704,1250,, , H,94702-1764
Addison St   ,94704,1250,, , H,94702-1764
Addison St   ,94704,1250,, , H,94702-1764
Addison St   ,94704,1250,, , H,94702-1782
Addison St   ,94704,1250 to 1298,Even Only, , S,94702-1751
Addison St   ,94704,1257 to 1299,Odd Only, , S,94702-1750
Addison St   ,94704,1300 to 1398,Even Only, , S,94702-1717
Addison St   ,94704,1301 to 1399,Odd Only, , S,94702-1716
Addison St   ,94704,1310,, , H,94702-1733
Addison St   ,94704,1310,, , H,94702-1733
Addison St   ,94704,1311,, , H,94702-1732
Addison St   ,94704,1311,, , H,94702-1732
Addison St   ,94704,1320,, , H,94702-1703
Addison St   ,94704,1320,, , H,94702-1704
Addison St   ,94704,1320,, , H,94702-1705
Addison St   ,94704,1320,, , H,94702-1707
Addison St   ,94704,1320,, , H,94702-1707
Addison St   ,94704,1320,, , H,94702-1734
Addison St   ,94704,1320,, , H,94702-1735
Addison St   ,94704,1320,, , H,94702-1736
Addison St   ,94704,1320,, , H,94702-1737
Addison St   ,94704,1320,, , H,94702-1738
Addison St   ,94704,1320,, , H,94702-1738
Addison St   ,94704,1320,, , H,94702-1739
Addison St   ,94704,1320,, , H,94702-1739
Addison St   ,94704,1320,, , H,94702-1740
Addison St   ,94704,1320,, , H,94702-1740
Addison St   ,94704,1320,, , H,94702-1741
Addison St   ,94704,1320,, , H,94702-1753
Addison St   ,94704,1320,, , H,94702-1771
Addison St   ,94704,1320,, , H,94702-1772
Addison St   ,94704,1320,, , H,94702-1773
Addison St   ,94704,1320,, , H,94702-1774
Addison St   ,94704,1320,, , H,94702-1775
Addison St   ,94704,1320,, , H,94702-1776
Addison St   ,94704,1320,, , H,94702-1777
Addison St   ,94704,1320,, , H,94702-1778
Addison St   ,94704,1320,, , H,94702-1779
Addison St   ,94704,1320,, , H,94702-1780
Addison St   ,94704,1320,, , H,94702-1781
Addison St   ,94704,1320,, , H,94702-1783
Addison St   ,94704,1320,, , H,94702-1785
Addison St   ,94704,1321,, , H,94702-1731
Addison St   ,94704,1321,, , H,94702-1731
Addison St   ,94704,1324,, , H,94702-1730
Addison St   ,94704,1324,, , H,94702-1730
Addison St   ,94704,1400 to 1490,Even Only, , S,94702-1903
Addison St   ,94704,1401 to 1417,Odd Only, , S,94702-1902
Addison St   ,94704,1410,, , H,94702-1924
Addison St   ,94704,1410,, , H,94702-1924
Addison St   ,94704,1419 to 1435,Odd Only, , S,94702-1956
Addison St   ,94704,1420,, , H,94702-1929
Addison St   ,94704,1420,, , H,94702-1930
Addison St   ,94704,1420,, , H,94702-1931
Addison St   ,94704,1420,, , H,94702-1932
Addison St   ,94704,1420,, , H,94702-1949
Addison St   ,94704,1420,, , H,94702-1973
Addison St   ,94704,1422,, , H,94702-1955
Addison St   ,94704,1422,, , H,94702-1955
Addison St   ,94704,1426,, , H,94702-1933
Addison St   ,94704,1426,, , H,94702-1933
Addison St   ,94704,1437 to 1471,Odd Only, , S,94702-1957
Addison St   ,94704,1473,, , H,94702-1934
Addison St   ,94704,1473,, , H,94702-1935
Addison St   ,94704,1473,, , H,94702-1950
Addison St   ,94704,1473 to 1499,Odd Only, , S,94702-1958
Addison St   ,94704,1492 to 1498,Even Only, , S,94702-1901
Addison St   ,94704,1250G,, , S,94702-1713
Ada St   ,94704,1300 to 1398,Even Only, , S,94702-1102
Ada St   ,94704,1301 to 1399,Odd Only, , S,94702-1101
Ada St   ,94704,1400,,JEFFERSON SCHOOL, F,94702-1299
Ada St   ,94704,1400 to 1498,Even Only, , S,94702-1217
Ada St   ,94704,1401 to 1499,Odd Only, , S,94702-1216
Acton Cir   ,94704,1 to 99,Odd Only, , S,94702-1916
Acton Cir   ,94704,2 to 98,Even Only, , S,94702-1917
Acton St   ,94704,1400,, , S,94702-1211
Acton Cres   ,94704,1401 to 1413,Odd Only, , S,94702-1951
Acton St   ,94704,1401,, , S,94702-1210
Acton Cres   ,94704,1402 to 1404,Even Only, , S,94702-1919
Acton St   ,94704,1404 to 1418,Even Only, , S,94702-1211
Acton St   ,94704,1413 to 1429,Odd Only, , S,94702-1238
Acton Cres   ,94704,1420 to 1450,Even Only, , S,94702-1919
Acton St   ,94704,1420 to 1448,Even Only, , S,94702-1239
Acton Cres   ,94704,1431 to 1447,Odd Only, , S,94702-1918
Acton St   ,94704,1443 to 1459,Odd Only, , S,94702-1238
Acton Cres   ,94704,1451 to 1499,Odd Only, , S,94702-1918
Acton St   ,94704,1452 to 1498,Even Only, , S,94702-1240
Acton Cres   ,94704,1454 to 1488,Even Only, , S,94702-1919
Acton St   ,94704,1500 to 1526,Even Only, , S,94702-1213
Acton St   ,94704,1501 to 1533,Odd Only, , S,94702-1212
Acton St   ,94704,1528 to 1598,Even Only, , S,94702-1242
Acton St   ,94704,1535 to 1553,Odd Only, , S,94702-1241
Acton St   ,94704,1555 to 1599,Odd Only, , S,94702-1251
Acton St   ,94704,1600 to 1698,Even Only, , S,94702-1215
Acton St   ,94704,1601 to 1659,Odd Only, , S,94702-1214
Acton St   ,94704,1700 to 1798,Even Only, , S,94702-1514
